0,2063.9
0.01,2063.9
0.02,2061.1
0.03,2058.4
0.04,2055.6
0.05,2052.8
0.06,2048.7
0.07,2042.7
0.08,2036.1
0.09,2029.5
0.1,2022.9
0.11,2016.3
0.12,2009.7
0.13,2003.1
0.14,1996.5
0.15,1989.9
0.16,1983.3
0.17,1976.7
0.18,1969.9
0.19,1962.6
0.2,1955
0.21,1947.4
0.22,1939.9
0.23,1932.3
0.24,1924.8
0.25,1917.2
0.26,1909.6
0.27,1902.1
0.28,1894.5
0.29,1887
0.3,1879.4
0.31,1871.9
0.32,1864.5
0.33,1857.1
0.34,1849.7
0.35,1842.3
0.36,1834.9
0.37,1827.5
0.38,1820.1
0.39,1812.7
0.405,1803.4
0.4275,1789.5
0.46125,1768.7
0.51125,1737.7
0.56125,1700.7
0.61125,1663.5
0.66125,1626
0.71125,1588.4
0.76125,1550.6
0.81125,1512.7
0.86125,1474.5
0.91125,1436.2
0.96125,1397.8
1.0113,1359.2
1.0613,1320.5
1.1113,1281.8
1.1613,1243.1
1.2113,1204.3
1.2613,1165.7
1.3113,1127
1.3613,1088.6
1.4113,1050.3
1.4613,1012.1
1.5113,974.31
1.5613,936.6
1.6113,899.1
1.6613,861.76
1.7113,824.66
1.7613,787.86
1.8113,751.24
1.8613,715.02
1.9113,679.06
1.9613,643.37
2.0113,608.01
2.0613,572.85
2.1113,538.07
2.1613,503.54
2.2113,469.45
2.2613,435.83
2.3113,402.48
2.3612,369.63
2.4112,337.07
2.4612,305.06
2.5112,273.65
2.5612,242.52
2.6112,211.94
2.6612,181.68
2.7112,151.62
2.7612,121.76
2.8112,93.069
2.8612,67.07
2.9112,42.619
2.9612,24.634
3.0112,13.638
3.0612,5.1898
3.1112,1.5005
3.1612,0.54781
3.2112,0.035727
3.2612,0
3.3112,0
3.3612,0
3.4112,0
3.4612,0
3.5112,0
3.5612,0
3.6112,0
3.6612,0
3.7112,0
3.7612,0
3.8112,0
3.8612,0
3.9112,0
3.9612,0
4.0112,0
4.0612,0
4.1112,0
4.1612,0
4.2112,0
4.2612,0
4.3112,0
4.3612,0
4.4112,0
4.4612,0
4.5112,0
4.5612,0
4.6112,0
4.6612,0
4.7112,0
4.7612,0
4.8112,0
4.8612,0
4.9112,0
4.9612,0
5.0112,0
5.0612,0
5.1112,0
5.1612,0
5.2112,0
5.2612,0
5.3112,0
5.3612,0
5.4112,0
5.4612,0
5.5112,0
5.5612,0
5.6112,0
5.6612,0
5.7112,0
5.7612,0
5.8112,0
5.8612,0
5.9112,0
5.9612,0
6.0112,0
6.0612,0
6.1112,0
6.1612,0
6.2112,0
6.2612,0
6.3112,0
6.3612,0
6.4112,0
6.4612,0
6.5112,0
6.5612,0
6.6112,0
6.6612,0
6.7112,0
6.7612,0
6.8112,0
6.8612,0
6.9112,0
6.9612,0
7.0112,0
7.0612,0
7.1112,0
7.1612,0
7.2112,0
7.2612,0
7.3112,0
7.3612,0
7.4112,0
7.4612,0
7.5112,0
7.5612,0
7.6112,0
7.6612,0
7.7112,0
7.7612,0
7.8112,0
7.8612,0
7.9112,0
7.9612,0
8.0112,0
8.0612,0
8.1112,0
8.1612,0
8.2112,0
8.2612,0
8.3112,0
8.3612,0
8.4112,0
8.4612,0
8.5112,0
8.5612,0
8.6112,0
8.6612,0
8.7112,0
8.7612,0
8.8112,0
8.8612,0
8.9112,0
8.9612,0
9.0112,0
9.0612,0
9.1112,0
9.1612,0
9.2112,0
9.2612,0
9.3112,0
9.3612,0
9.4113,0
9.4613,0
9.5113,0
9.5613,0
9.6113,0
9.6613,0
9.7113,0
9.7613,0
9.8113,0
9.8613,0
9.9113,0
9.9613,0
10.011,0
10.061,0
10.111,0
10.161,0
10.211,0
10.261,0
10.311,0
10.361,0
